,caseorder,customer_id,city,state,county,zip,lat,lng,population,area,timezone,job,children,age,education,employment,income,marital,gender,churn,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,contract,port_modem,tablet,internetservice,phone,multiple,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,paperlessbilling,paymentmethod,tenure,monthlycharge,bandwidth_gb_year,item1,item2,item3,item4,item5,item6,item7,item8,zscoreincome,contract_type_num
2762,2763,G991685,Woodbine,GA,Camden,31569,30.90736,-81.70486,5831,Rural,America/New_York,Production engineer,1.0,33.0,Associate's Degree,Full Time,175137.34,Never Married,Male,Yes,11.39732476,14,1,1,No,Month-to-month,No,No,None,Yes,Yes,No,No,No,No,Yes,Yes,No,Electronic Check,18.21029576,207.0173498,2150.497966,4,3,3,4,1,3,3,3,5.501798838462658,0
2763,2764,E674878,Grapevine,TX,Tarrant,76051,32.92498,-97.07177,52454,Suburban,America/Chicago,Television production assistant,0.0,87.0,Regular High School Diploma,Part Time,34193.65,Never Married,Male,Yes,10.78174176,10,1,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,No,Yes,Credit Card (automatic),0.0,147.561502,1732.048832,4,4,4,4,3,3,4,1,-0.2337079374696026,0
2764,2765,P885612,Faulkton,SD,Faulk,57438,45.06372,-99.16239,1554,Urban,America/Chicago,Production manager,4.0,29.0,"Some College, Less than 1 Year",Student,23676.96,Separated,Female,Yes,7.453735063,15,0,1,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Electronic Check,0.0,149.1016668,540.3210772,3,5,3,3,2,3,5,3,-0.6616699608519837,0
2765,2766,N506492,Cherry Fork,OH,Adams,45618,38.8855,-83.61635,13,Rural,America/New_York,"Surveyor, building control",0.0,34.0,Regular High School Diploma,Full Time,5189.69,Never Married,Male,No,8.026856232,14,1,1,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Yes,Credit Card (automatic),6.246938804,179.3440365,904.6029537,2,4,2,5,1,4,4,4,-1.4139836142939306,2
2766,2767,H173763,Carleton,MI,Monroe,48117,42.04998,-83.40923,10218,Rural,America/Detroit,Tree surgeon,1.0,53.27574750830565,Regular High School Diploma,Part Time,17430.05,Separated,Female,Yes,10.02791376,13,3,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Mailed Check,4.600046704,192.1617545,649.075085,5,6,6,4,3,4,5,4,-0.9158792456638046,0
2767,2768,Q561452,Clayton,AL,Barbour,36016,31.85209,-85.42935,4807,Rural,America/Chicago,Sports coach,1.0,52.0,"9th Grade to 12th Grade, No Diploma",Retired,39936.76222636489,Divorced,Male,Yes,3.579544727,15,3,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Mailed Check,9.305550123,171.5274671,0.0,5,4,4,4,4,4,3,4,1.1843397656906803e-15,0
2768,2769,J29801,Rock Island,TN,Warren,38581,35.7388,-85.61893,3895,Urban,America/Chicago,Local government officer,0.0,53.27574750830565,Bachelor's Degree,Full Time,31249.18,Separated,Male,Yes,6.69957773,19,0,0,No,Month-to-month,Yes,No,None,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Credit Card (automatic),18.55263028,233.3916176,2274.334534,5,5,5,3,2,4,5,4,-0.3535290350762374,0
2769,2770,G862093,Atlanta,KS,Cowley,67008,37.47776,-96.78489,563,Urban,America/Chicago,Field trials officer,2.0,53.27574750830565,Bachelor's Degree,Unemployed,35453.68,Never Married,Female,No,10.55594701,6,1,0,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,No,No,No,Yes,No,No,Electronic Check,13.12228158,119.6082294,1711.957507,5,6,4,6,2,5,5,3,-0.18243277500665078,0
2770,2771,T212690,Colville,WA,Stevens,99114,48.65405,-117.7396,12453,Rural,America/Los_Angeles,Animal technologist,3.0,73.0,Regular High School Diploma,Student,25946.0,Widowed,Female,No,12.42240866,11,1,0,No,Two Year,Yes,No,DSL,No,No,No,No,No,No,No,No,No,Electronic Check,10.51088552,93.42792026,0.0,4,4,5,4,3,3,3,3,-0.5693345445246452,2
2771,2772,C494352,Rosebush,MI,Isabella,48878,43.71229,-84.77694,1478,Rural,America/Detroit,Fisheries officer,1.0,53.27574750830565,Regular High School Diploma,Full Time,35334.17,Never Married,Female,Yes,9.798612148,12,2,1,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Credit Card (automatic),12.81579339,196.0981903,1813.141473,2,2,2,5,4,4,3,3,-0.18729606767900578,0
2772,2773,S159222,Dripping Springs,TX,Hays,78620,30.21894,-98.12895,16882,Urban,America/Chicago,"Designer, blown glass/stained glass",3.0,50.0,Master's Degree,Retired,15826.38,Separated,Male,No,36.55132935,11,1,0,Yes,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,No,Electronic Check,11.16354187,199.159845,0.0,4,5,4,4,3,4,4,4,-0.9811383583729958,0
2773,2774,C739541,Bosworth,MO,Carroll,64623,39.47035,-93.33376,398,Urban,America/Chicago,Media planner,0.0,22.0,Bachelor's Degree,Full Time,39936.76222636489,Never Married,Female,No,12.77016694,18,0,0,No,One year,No,No,DSL,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Electronic Check,12.01982695,166.3979848,2037.009094,2,2,4,4,3,3,5,2,1.1843397656906803e-15,1
2774,2775,M383323,Lyons,OH,Fulton,43533,41.69142,-84.08253,1702,Rural,America/New_York,Administrator,0.0,74.0,Bachelor's Degree,Full Time,51354.08,Separated,Female,No,9.19167977,19,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Bank Transfer(automatic),6.021823068,169.4939964,663.9805561,5,5,5,2,3,5,4,2,0.4646118137935526,0
2775,2776,T923695,Westford,NY,Otsego,13488,42.69098,-74.74896,151,Suburban,America/New_York,"Engineer, petroleum",0.0,83.0,Bachelor's Degree,Full Time,17993.91,Divorced,Male,No,12.55124399,15,1,0,No,One year,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Yes,Bank Transfer(automatic),23.99383789,171.5480748,2615.909854,2,2,2,4,2,4,4,4,-0.8929337498372291,1
2776,2777,E356051,Edwall,WA,Lincoln,99008,47.50803,-117.92448,1131,Rural,America/Los_Angeles,Television production assistant,2.0,33.0,"Some College, 1 or More Years, No Degree",Retired,25776.46,Separated,Male,Yes,8.221782217,8,1,0,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,No,Credit Card (automatic),8.100668391,180.8750192,1598.041286,3,3,3,4,3,3,3,3,-0.5762337382295323,0
2777,2778,V852885,Finleyville,PA,Washington,15332,40.24152,-79.99288,8112,Rural,America/New_York,Product manager,0.0,87.0,"9th Grade to 12th Grade, No Diploma",Student,18914.81,Married,Male,No,7.922834726,14,3,1,No,Month-to-month,Yes,No,DSL,No,Yes,Yes,No,No,No,No,No,Yes,Credit Card (automatic),0.0,126.1806453,2030.890872,4,5,3,3,3,4,4,4,-0.8554590094642757,0
2778,2779,W334401,Gustine,TX,Comanche,76455,31.80575,-98.38355,973,Suburban,America/Chicago,"Psychologist, clinical",0.0,36.0,Associate's Degree,Full Time,63735.08,Separated,Female,No,9.746834379,9,0,2,No,One year,No,No,None,Yes,No,Yes,No,Yes,No,Yes,No,No,Mailed Check,14.62116665,121.117543,1595.672481,3,2,2,3,5,3,3,3,0.968439330958864,1
2779,2780,Y295853,Moonachie,NJ,Bergen,7074,40.8399,-74.05672,2739,Rural,America/New_York,Horticultural consultant,1.0,32.0,"Some College, Less than 1 Year",Full Time,82308.64,Widowed,Male,No,11.93309866,11,0,0,No,One year,Yes,Yes,None,Yes,Yes,No,No,No,No,Yes,No,Yes,Mailed Check,12.95414684,137.9203999,1461.63528,1,2,2,4,3,3,1,2,1.7242644355320762,1
2780,2781,C143365,Mount Tabor,NJ,Morris,7878,40.87187,-74.47636,803,Rural,America/New_York,Counselling psychologist,1.0,53.27574750830565,"Some College, Less than 1 Year",Retired,9120.65,Never Married,Female,No,9.096434338,8,2,1,Yes,Two Year,No,No,None,Yes,Yes,No,No,No,Yes,No,No,No,Electronic Check,3.588245343,124.2396223,452.390983,2,3,2,3,4,3,5,2,-1.2540186827959778,2
2781,2782,H148227,Red Boiling Springs,TN,Macon,37150,36.54101,-85.81349,4906,Rural,America/Chicago,Land/geomatics surveyor,4.0,89.0,"Some College, 1 or More Years, No Degree",Full Time,27485.23,Widowed,Male,No,8.36212276,18,1,1,No,Two Year,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Credit Card (automatic),14.36866442,187.0712425,1594.517874,4,5,5,2,4,5,5,3,-0.5066977276886575,2
2782,2783,S396173,Chestertown,NY,Warren,12817,43.63355,-73.82515,2119,Urban,America/New_York,Database administrator,3.0,86.0,Regular High School Diploma,Retired,73686.44,Divorced,Male,Yes,10.48918065,10,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Electronic Check,6.306550441,140.0217357,0.0,5,6,5,3,4,4,5,4,1.373396038916072,0
2783,2784,D804379,Mule Creek,NM,Grant,88051,33.01613,-108.94876,114,Rural,America/Denver,Medical physicist,2.0,88.0,"Some College, Less than 1 Year",Full Time,39936.76222636489,Widowed,Male,No,7.960074221,12,0,0,No,Month-to-month,No,No,None,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Credit Card (automatic),18.9442945,208.8813041,2087.462333,3,4,4,3,3,2,3,5,1.1843397656906803e-15,0
2784,2785,M153274,Cleaton,KY,Muhlenberg,42332,37.24995,-87.08785,149,Urban,America/Chicago,Educational psychologist,1.0,50.0,Bachelor's Degree,Student,39936.76222636489,Separated,Male,No,9.331562795,17,0,0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No,No,Credit Card (automatic),3.47490063,171.4882612,0.0,4,4,4,4,4,4,3,3,1.1843397656906803e-15,0
2785,2786,F396974,Milwaukee,WI,Milwaukee,53223,43.16337,-87.99047,28596,Urban,America/Chicago,"Therapist, nutritional",0.0,53.27574750830565,"Some College, Less than 1 Year",Full Time,50520.8,Never Married,Female,Yes,11.22676184,15,2,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,3.341125944,226.7842021,694.2731917,3,1,3,3,5,2,2,5,0.4307026470458335,0
2786,2787,W249508,Montrose,GA,Laurens,31065,32.55325,-83.16922,1193,Urban,America/New_York,"Administrator, sports",0.0,78.0,Regular High School Diploma,Full Time,29765.16,Divorced,Female,No,10.34571165,12,1,1,No,Month-to-month,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,No,No,Credit Card (automatic),4.761845138,133.1496326,1290.636519,5,4,3,4,3,5,4,5,-0.41391915800844525,0
2787,2788,W725805,Old Washington,OH,Guernsey,43768,40.03777,-81.44485,497,Urban,America/New_York,Advice worker,1.0,59.0,Associate's Degree,Full Time,18670.89,Widowed,Female,No,7.678688397,12,1,0,No,Two Year,Yes,No,DSL,Yes,No,No,Yes,No,Yes,No,No,No,Mailed Check,20.22924241,127.9837723,2166.207365,3,4,3,2,3,4,4,3,-0.8653849934709765,2
2788,2789,G36722,Saint Stephen,MN,Stearns,56375,45.70091,-94.27427,916,Rural,America/Chicago,Social worker,1.0,49.0,Doctorate Degree,Part Time,38764.7,Divorced,Female,No,8.084105815,9,1,1,No,Two Year,Yes,No,None,Yes,No,No,Yes,No,No,No,No,Yes,Electronic Check,6.487047944,101.8252006,655.1704765,2,2,3,5,1,4,4,3,-0.04769543667495805,2
2789,2790,K901767,Camargo,IL,Douglas,61919,39.77867,-88.13947,942,Rural,America/Chicago,Production engineer,3.0,79.0,Master's Degree,Unemployed,52141.38,Separated,Male,No,5.894487293,11,1,2,No,Two Year,No,No,None,Yes,No,No,No,Yes,No,No,Yes,Yes,Bank Transfer(automatic),20.32585352,140.9078426,1989.74777,3,3,3,5,1,4,4,4,0.4966498886069156,2
2790,2791,L33620,Leonia,NJ,Bergen,7605,40.86382,-73.98978,9111,Urban,America/New_York,"Designer, interior/spatial",2.0,53.27574750830565,"9th Grade to 12th Grade, No Diploma",Unemployed,62480.22,Divorced,Male,Yes,8.926937656,17,0,0,No,One year,Yes,No,DSL,No,No,No,Yes,No,Yes,Yes,No,No,Electronic Check,12.24636579,151.5529831,1795.595369,2,3,3,4,3,4,3,3,0.9173745544311148,1
2791,2792,P873435,Cleveland,OH,Cuyahoga,44101,41.48924,-81.66736,610,Suburban,America/New_York,Occupational psychologist,8.0,53.27574750830565,Bachelor's Degree,Retired,12031.44,Widowed,Female,Yes,6.739581974,16,3,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,14.63647192,267.114236,2210.449566,4,4,5,4,3,4,4,3,-1.1355681457884974,0
2792,2793,R287565,Wolcottville,IN,LaGrange,46795,41.55117,-85.3377,6818,Rural,America/Indiana/Indianapolis,"Buyer, retail",2.0,53.27574750830565,Nursery School to 8th Grade,Full Time,39936.76222636489,Never Married,Female,No,11.92444852,5,3,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Bank Transfer(automatic),4.833413621,172.1514534,673.8697136,3,3,4,3,3,3,2,2,1.1843397656906803e-15,0
2793,2794,J908654,Shingleton,MI,Alger,49884,46.42307,-86.33951,359,Rural,America/Detroit,Museum/gallery conservator,0.0,82.0,Regular High School Diploma,Full Time,39936.76222636489,Divorced,Female,No,12.48711483,7,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Bank Transfer(automatic),5.705637629,160.8266643,602.0049206,3,3,2,3,4,4,3,4,1.1843397656906803e-15,0
2794,2795,G313318,South Holland,IL,Cook,60473,41.59738,-87.59978,22201,Rural,America/Chicago,Community development worker,0.0,52.0,"Some College, Less than 1 Year",Full Time,8716.91,Widowed,Male,Yes,8.319010685,15,0,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Mailed Check,12.55314844,180.3876112,1357.88248,3,4,2,4,3,4,3,4,-1.270448318671943,0
2795,2796,C618633,Crawford,MS,Lowndes,39743,33.32189,-88.61306,1345,Suburban,America/Chicago,"Programmer, multimedia",1.0,66.0,Bachelor's Degree,Full Time,39936.76222636489,Separated,Female,Yes,34.79853584,9,1,0,No,Month-to-month,Yes,Yes,None,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Bank Transfer(automatic),1.059865457,157.4849533,380.7812664,3,2,2,4,1,2,2,5,1.1843397656906803e-15,0
2796,2797,W979591,Benezett,PA,Elk,15821,41.35536,-78.36768,131,Urban,America/New_York,"Engineer, communications",3.0,82.0,Bachelor's Degree,Full Time,131511.82,Widowed,Male,Yes,9.188761949,7,0,1,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Electronic Check,13.47613483,172.2192869,1838.415776,3,3,3,4,3,3,5,3,3.7265191820014976,0
2797,2798,X19182,Badger,CA,Tulare,93603,36.62048,-118.95871,183,Urban,America/Los_Angeles,Art therapist,0.0,83.0,"9th Grade to 12th Grade, No Diploma",Full Time,9396.05,Married,Female,No,12.18509594,8,2,0,No,One year,No,No,None,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Bank Transfer(automatic),9.88774563,139.5996174,991.6943982,2,3,3,2,5,3,3,4,-1.2428116641199964,1
2798,2799,V920462,Willow Island,NE,Dawson,69171,40.89006,-100.07072,7,Rural,America/Chicago,Call centre manager,0.0,19.0,Regular High School Diploma,Student,16764.77,Separated,Female,No,15.76021314,15,3,0,Yes,One year,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,No,No,No,Mailed Check,6.853152001,150.01717,1313.391104,5,4,5,3,6,3,4,3,-0.942951886857548,1
2799,2800,T853519,Orlando,WV,Lewis,26412,38.88624,-80.58488,648,Rural,America/New_York,Land,4.0,34.0,GED or Alternative Credential,Student,17263.54,Widowed,Male,Yes,5.735220563,14,0,1,No,Month-to-month,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),2.213342358,265.9365938,1018.286618,4,4,2,3,5,2,2,4,-0.9226551377470932,0
2800,2801,B969696,Macon,GA,Bibb,31210,32.90485,-83.73572,34305,Urban,America/New_York,"Psychologist, educational",2.0,76.0,Bachelor's Degree,Full Time,61325.92,Separated,Female,Yes,10.70069473,12,1,0,No,Two Year,No,No,DSL,No,No,No,No,No,No,Yes,No,Yes,Mailed Check,5.954975156,117.5596503,1069.152457,3,4,3,3,3,4,3,3,0.8704019267706737,2
2801,2802,O465631,Granite Canon,WY,Laramie,82059,41.05727,-105.17732,198,Rural,America/Denver,Interpreter,0.0,50.0,Master's Degree,Unemployed,39936.76222636489,Divorced,Female,Yes,10.56199078,10,2,0,Yes,Month-to-month,No,No,None,Yes,No,No,No,Yes,No,No,Yes,Yes,Electronic Check,8.316192837,127.6263127,921.8193418,3,4,4,5,2,4,5,3,1.1843397656906803e-15,0
2802,2803,G214970,Fort Mitchell,AL,Russell,36856,32.2766,-84.99898,7415,Urban,America/Chicago,"Therapist, nutritional",0.0,36.0,Bachelor's Degree,Full Time,108914.25,Widowed,Male,No,12.30871533,13,1,0,Yes,One year,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Electronic Check,8.081085785,242.8348851,1387.096942,4,4,4,2,4,4,4,3,2.8069426060327287,1
2803,2804,H802855,Spring Glen,PA,Schuylkill,17978,40.62546,-76.61487,302,Suburban,America/New_York,Health physicist,0.0,53.27574750830565,"Some College, 1 or More Years, No Degree",Retired,32202.44,Widowed,Male,Yes,14.39984446,12,0,0,No,Two Year,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Mailed Check,5.000015581,202.9557593,1481.311788,3,3,3,5,4,4,3,4,-0.314737449662054,2
2804,2805,O585815,Mc Cool,MS,Attala,39108,33.15864,-89.33319,1871,Urban,America/Chicago,Travel agency manager,4.0,53.27574750830565,"9th Grade to 12th Grade, No Diploma",Full Time,68517.92,Separated,Female,Yes,38.28306252,12,2,2,No,Two Year,Yes,No,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Electronic Check,3.469340841,228.0456733,0.0,5,4,4,3,4,3,3,4,1.1630703302480117,2
2805,2806,O81996,Lafayette Hill,PA,Montgomery,19444,40.08782,-75.25319,10911,Urban,America/New_York,"Accountant, chartered management",2.0,56.0,Bachelor's Degree,Full Time,71588.69,Never Married,Female,Yes,13.22311315,6,0,1,Yes,Two Year,No,No,Fiber Optic,No,No,Yes,No,No,No,Yes,Yes,Yes,Bank Transfer(automatic),7.874578706,210.8788918,1215.186143,4,4,3,5,3,4,3,5,1.2880310301014746,2
2806,2807,G736869,Odessa,TX,Ector,79761,31.85574,-102.34958,33960,Rural,America/Chicago,Claims inspector/assessor,3.0,53.27574750830565,Master's Degree,Retired,47120.5,Separated,Female,No,12.9462801,21,2,0,No,One year,No,No,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,Credit Card (automatic),11.70115295,125.6824688,1131.849487,5,4,5,2,4,2,3,3,0.2923321837054563,1
2807,2808,W309629,Donnellson,IL,Montgomery,62019,39.01942,-89.44928,393,Suburban,America/Chicago,Glass blower/designer,2.0,37.0,"9th Grade to 12th Grade, No Diploma",Student,14745.74,Never Married,Female,Yes,13.32391278,14,0,0,No,Month-to-month,No,No,DSL,No,Yes,No,No,Yes,Yes,No,No,Yes,Electronic Check,3.890318758,150.1609359,993.4525617,3,2,4,3,5,2,3,3,-1.0251134951268543,0
2808,2809,H775532,Wellington,CO,Larimer,80549,40.85309,-105.04548,11342,Urban,America/Denver,Data scientist,2.0,57.0,Bachelor's Degree,Retired,30535.24,Widowed,Male,No,10.42074097,12,1,0,No,Month-to-month,No,Yes,None,Yes,Yes,No,No,No,No,No,No,Yes,Electronic Check,14.78669896,125.2639537,1404.351494,4,4,4,4,3,4,4,4,-0.3825818270643645,0
2809,2810,E382571,Danbury,NE,Red Willow,69026,40.04677,-100.42967,217,Suburban,America/Chicago,"Runner, broadcasting/film/video",0.0,53.27574750830565,"Some College, 1 or More Years, No Degree",Full Time,10092.3,Divorced,Female,Yes,38.10379454,12,0,0,No,Month-to-month,No,No,None,No,No,Yes,No,No,Yes,Yes,No,Yes,Electronic Check,11.71559187,149.5646791,1283.330518,3,3,3,4,3,4,4,3,-1.2144787419952612,0
2810,2811,K900916,Shafter,CA,Kern,93263,35.4928,-119.28686,21572,Rural,America/Los_Angeles,Curator,0.0,34.0,Regular High School Diploma,Unemployed,39936.76222636489,Widowed,Female,Yes,12.81558341,15,0,0,No,Two Year,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Mailed Check,4.995373364,266.3177012,1186.556596,6,5,6,3,4,4,3,4,1.1843397656906803e-15,2
2811,2812,H530265,Vancouver,WA,Clark,98663,45.65398,-122.66257,14318,Rural,America/Los_Angeles,"Editor, commissioning",0.0,53.27574750830565,"Some College, Less than 1 Year",Full Time,21988.64,Separated,Female,No,12.31278265,17,0,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Mailed Check,11.56278112,217.0141324,1325.414246,4,3,4,3,4,3,4,3,-0.7303737871810797,1
2812,2813,J461018,Dunn,NC,Harnett,28334,35.26848,-78.56989,24780,Suburban,America/New_York,Retail manager,2.0,40.0,GED or Alternative Credential,Student,39936.76222636489,Divorced,Female,Yes,7.623079436,9,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Yes,Electronic Check,18.74039805,161.7086143,1864.692477,5,5,5,3,2,5,5,6,1.1843397656906803e-15,0
2813,2814,E457135,Tenafly,NJ,Bergen,7670,40.91745,-73.95359,14687,Rural,America/New_York,"Engineer, agricultural",2.0,52.0,Nursery School to 8th Grade,Full Time,27902.88,Widowed,Male,No,4.761626517,15,0,0,No,One year,No,No,None,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Bank Transfer(automatic),8.479464554,147.5223639,1078.756333,5,3,5,5,3,3,3,5,-0.4897020437742651,1
2814,2815,Y285316,Durham,CA,Butte,95938,39.60302,-121.79879,4350,Rural,America/Los_Angeles,"Physicist, medical",2.0,60.0,Associate's Degree,Full Time,32355.4,Divorced,Male,No,9.924340564,10,0,0,No,One year,No,No,None,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Credit Card (automatic),13.03956748,148.3712949,1501.37548,4,2,4,3,4,5,3,3,-0.30851295591957706,1
2815,2816,F31690,Altona,IL,Knox,61414,41.12471,-90.15576,937,Suburban,America/Chicago,"Administrator, education",3.0,48.0,Master's Degree,Full Time,39936.76222636489,Never Married,Female,No,9.695275373,12,2,1,No,Two Year,No,Yes,None,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Mailed Check,4.999130152,174.764205,945.3922235,5,5,6,4,3,4,4,4,1.1843397656906803e-15,2
2816,2817,C440041,Verner,WV,Mingo,25650,37.67671,-81.81507,302,Rural,America/New_York,Advice worker,3.0,53.27574750830565,Regular High School Diploma,Part Time,6624.45,Married,Female,Yes,12.06670667,10,0,2,No,Month-to-month,Yes,Yes,None,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Bank Transfer(automatic),2.108436379,171.119797,702.1831409,4,5,4,3,4,6,5,3,-1.3555980583187994,0
2817,2818,R633194,Callahan,CA,Siskiyou,96014,41.33895,-122.77793,145,Urban,America/Los_Angeles,Air traffic controller,0.0,83.0,Bachelor's Degree,Part Time,39936.76222636489,Married,Female,No,12.84974814,9,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Electronic Check,4.848048865,151.8072946,458.1425479,1,1,2,5,3,2,3,3,1.1843397656906803e-15,0
2818,2819,H673597,East Berkshire,VT,Franklin,5447,44.93098,-72.70279,77,Rural,America/New_York,Social researcher,1.0,74.0,"Some College, Less than 1 Year",Part Time,26735.83,Widowed,Male,No,11.01915635,10,1,3,Yes,One year,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Yes,No,No,No,Electronic Check,14.06379093,138.8959507,1271.791514,5,3,5,4,5,2,3,3,-0.5371935148919273,1
2819,2820,P37481,Nederland,CO,Boulder,80466,39.97599,-105.5385,3739,Rural,America/Denver,Therapeutic radiographer,0.0,28.0,"Some College, 1 or More Years, No Degree",Part Time,21837.62,Never Married,Male,Yes,13.8061219,8,1,1,No,One year,Yes,No,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,0.0,221.4168467,0.0,4,3,4,3,4,4,3,5,-0.73651933533085,1
2820,2821,D856880,Wallingford,IA,Emmet,51365,43.30796,-94.73681,338,Rural,America/Chicago,Patent examiner,8.0,53.27574750830565,Bachelor's Degree,Full Time,7585.29,Divorced,Male,Yes,10.63387274,11,1,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Electronic Check,11.20750014,186.5391413,1977.058574,2,3,3,3,3,2,3,2,-1.3164980153825971,0
2821,2822,V57129,San Francisco,CA,San Francisco,94111,37.79893,-122.39837,3620,Rural,America/Los_Angeles,"Engineer, site",0.0,80.0,Master's Degree,Full Time,44055.54,Separated,Female,No,3.224622564,16,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,No,Credit Card (automatic),7.837877897,230.4550974,1152.27854,3,3,3,5,2,4,5,4,0.16760791369406852,0
